epoch,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_auroc,val_f1_class_0,val_f1_class_1,val_f1_class_2,val_f1_class_3,val_f1_class_4,val_f1_class_5,val_f1_class_6,val_f1_class_7,val_loss,val_macro_f1,val_precision_class_0,val_precision_class_1,val_precision_class_2,val_precision_class_3,val_precision_class_4,val_precision_class_5,val_precision_class_6,val_precision_class_7,val_recall_class_0,val_recall_class_1,val_recall_class_2,val_recall_class_3,val_recall_class_4,val_recall_class_5,val_recall_class_6,val_recall_class_7,val_weighted_f1
7,979,,0.6875,,0.7908333539962769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,989,,0.78125,,0.4641640782356262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,999,,0.59375,,1.243260383605957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1009,,0.6875,,1.229902744293213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1019,,0.59375,,0.6253113150596619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1029,,0.53125,,1.0816075801849365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1039,,0.65625,,0.9737306833267212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1049,,0.75,,0.9027760624885559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1059,,0.46875,,1.5509361028671265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1069,,0.625,,0.8250530958175659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1079,,0.84375,,0.5728262662887573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1089,,0.59375,,0.9291701316833496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1099,,0.6875,,0.920571506023407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1109,,0.78125,,0.6269737482070923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1111,,,,,0.6631578803062439,0.9283941388130188,0.41432225704193115,0.6364616751670837,0.4517766535282135,0.28985506296157837,0.8157150745391846,0.5357967615127563,0.3448275923728943,0.5496183037757874,0.9190546870231628,0.5047966837882996,0.3103448152542114,0.687645673751831,0.4517766535282135,0.17543859779834747,0.8979464769363403,0.5612903237342834,0.24444444477558136,0.3870967626571655,0.6230769157409668,0.5923694968223572,0.4517766535282135,0.8333333134651184,0.7472811937332153,0.5125184059143066,0.585106372833252,0.9473684430122375,0.671448826789856
7,1111,0.6602752208709717,,0.9052085876464844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1119,,0.625,,0.5995849967002869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1129,,0.75,,0.8828197717666626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1139,,0.5625,,0.9406982660293579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1149,,0.6875,,0.8026657700538635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1159,,0.59375,,1.2027374505996704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1169,,0.6875,,0.8188509345054626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1179,,0.65625,,1.001922369003296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1189,,0.75,,0.8750434517860413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1199,,0.59375,,0.828971803188324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1209,,0.6875,,0.9613824486732483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1219,,0.6875,,0.8643543720245361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1229,,0.71875,,0.9959597587585449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1239,,0.59375,,0.9364148378372192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1249,,0.59375,,1.0281816720962524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1250,,,,,0.6505263447761536,0.9296526908874512,0.42788460850715637,0.6403415203094482,0.4731457829475403,0.30051812529563904,0.8090208172798157,0.5344189405441284,0.38327527046203613,0.5496183037757874,0.9107115864753723,0.5147778987884521,0.31118881702423096,0.6833713054656982,0.47680413722991943,0.18471337854862213,0.9013994932174683,0.5372023582458496,0.2849740982055664,0.3870967626571655,0.6846153736114502,0.6024096608161926,0.4695431590080261,0.8055555820465088,0.7338166832923889,0.5316641926765442,0.585106372833252,0.9473684430122375,0.6720410585403442
8,1250,0.655086874961853,,0.911998450756073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1259,,0.75,,0.6666477918624878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1269,,0.625,,1.0917229652404785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1279,,0.71875,,1.092921495437622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1289,,0.65625,,0.6187132596969604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1299,,0.59375,,0.9179815053939819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1309,,0.71875,,0.3541731834411621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1319,,0.625,,0.7628336548805237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1329,,0.625,,2.1739659309387207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1339,,0.5625,,1.2990893125534058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1349,,0.71875,,0.9325840473175049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1359,,0.65625,,1.1093307733535767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1369,,0.6875,,0.5663133263587952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1379,,0.65625,,0.7086656093597412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1389,,0.8235294222831726,,1.6043449640274048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1389,,,,,0.6547368168830872,0.931061863899231,0.4225352108478546,0.640943169593811,0.46875,0.33695653080940247,0.8168456554412842,0.5442478060722351,0.40449437499046326,0.5625,0.91325843334198,0.5246590971946716,0.30405405163764954,0.6873562932014465,0.48128342628479004,0.20945945382118225,0.8991910219192505,0.5450516939163208,0.31213873624801636,0.4000000059604645,0.692307710647583,0.6004015803337097,0.4568527936935425,0.8611111044883728,0.7483169436454773,0.5434462428092957,0.5744680762290955,0.9473684430122375,0.678212583065033
9,1389,0.659147322177887,,0.9018313884735107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1399,,0.59375,,1.7129390239715576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1409,,0.75,,0.893520176410675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1419,,0.6875,,0.9699036478996277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1429,,0.5625,,1.1124204397201538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1439,,0.71875,,0.5572757720947266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1449,,0.625,,1.2108327150344849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1459,,0.75,,0.6777635216712952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1469,,0.5625,,0.7173939943313599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1479,,0.5625,,1.0831784009933472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1489,,0.625,,0.9035851955413818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1499,,0.71875,,0.901383638381958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1509,,0.6875,,0.9149373173713684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1519,,0.59375,,0.5091822147369385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1528,,,,,0.651578962802887,0.9297277927398682,0.42105263471603394,0.6541666388511658,0.45883941650390625,0.3297872245311737,0.8070574998855591,0.533823549747467,0.3708609342575073,0.529411792755127,0.9068176746368408,0.513124942779541,0.3122676610946655,0.6796537041664124,0.48991355299949646,0.20394736528396606,0.8957675099372864,0.5330396294593811,0.26923078298568726,0.36734694242477417,0.6461538672447205,0.6305220723152161,0.4314720928668976,0.8611111044883728,0.7343345284461975,0.5346097350120544,0.5957446694374084,0.9473684430122375,0.670799970626831
10,1528,0.6638845205307007,,0.8991063237190247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1529,,0.75,,0.7412042021751404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1539,,0.625,,0.8209823966026306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1549,,0.65625,,0.7819664478302002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1559,,0.625,,0.956142783164978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1569,,0.65625,,1.073042392730713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1579,,0.59375,,1.2769582271575928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1589,,0.625,,0.9678442478179932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1599,,0.75,,0.5742691159248352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1609,,0.625,,0.964140772819519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1619,,0.6875,,0.5648691058158875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1629,,0.78125,,0.8207011222839355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1639,,0.5625,,1.6936017274856567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1649,,0.75,,1.0518174171447754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1659,,0.59375,,0.5917091369628906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1667,,,,,0.6505263447761536,0.930192232131958,0.42317381501197815,0.6556016802787781,0.45222073793411255,0.3222222328186035,0.8129106163978577,0.5444043278694153,0.37037035822868347,0.5413534045219421,0.9012838006019592,0.515282154083252,0.31460675597190857,0.6781116127967834,0.4813753664493561,0.2013888955116272,0.9063694477081299,0.5339943170547485,0.27093595266342163,0.378947377204895,0.6461538672447205,0.6345381736755371,0.4263959527015686,0.8055555820465088,0.73692387342453,0.5552282929420471,0.585106372833252,0.9473684430122375,0.6752747893333435
11,1667,0.6677193641662598,,0.8856375813484192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1669,,0.6875,,0.4924622178077698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1679,,0.5,,1.7423428297042847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1689,,0.6875,,0.6117351651191711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1699,,0.75,,0.5285046696662903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1709,,0.6875,,0.5012247562408447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1719,,0.65625,,1.0105948448181152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1729,,0.59375,,0.5732473731040955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1739,,0.8125,,0.5801769495010376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1749,,0.71875,,0.813210666179657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1759,,0.53125,,0.9767727851867676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1769,,0.75,,0.5560666918754578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1779,,0.75,,0.825859785079956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1789,,0.625,,0.9051074385643005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1799,,0.71875,,0.8020481467247009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1806,,,,,0.6705263257026672,0.9332647323608398,0.4383561611175537,0.6645091772079468,0.47803616523742676,0.30051812529563904,0.8329218029975891,0.5460218191146851,0.3732394278049469,0.5538461804389954,0.9044811129570007,0.523431122303009,0.3404255211353302,0.7179487347602844,0.4868420958518982,0.18471337854862213,0.8856475949287415,0.5804311633110046,0.2789473831653595,0.3913043439388275,0.6153846383094788,0.6184738874435425,0.4695431590080261,0.8055555820465088,0.7861211895942688,0.5154638886451721,0.563829779624939,0.9473684430122375,0.6900863647460938
12,1806,0.6605007648468018,,0.8921677470207214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1809,,0.5625,,1.4140645265579224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1819,,0.71875,,0.6651222705841064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1829,,0.71875,,0.5996637940406799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1839,,0.5625,,1.0160861015319824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1849,,0.5625,,1.490365982055664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1859,,0.75,,0.48216062784194946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1869,,0.65625,,0.7899572849273682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1879,,0.75,,2.1116228103637695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1889,,0.71875,,1.090389609336853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1899,,0.59375,,0.8715836405754089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1909,,0.65625,,0.5226706862449646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1919,,0.75,,0.6917874217033386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1929,,0.5625,,0.8953916430473328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1939,,0.59375,,0.8979278206825256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1945,,,,,0.6673684120178223,0.9359995126724243,0.4593023359775543,0.686475396156311,0.5110564827919006,0.36942675709724426,0.8285475373268127,0.5490196347236633,0.3781818151473999,0.5950413346290588,0.890047550201416,0.5471314191818237,0.36915886402130127,0.7008368372917175,0.4952380955219269,0.23966942727565765,0.8973429799079895,0.5625966191291809,0.28729280829429626,0.4337349534034729,0.607692301273346,0.672690749168396,0.5279187560081482,0.8055555820465088,0.7695494294166565,0.5360824465751648,0.5531914830207825,0.9473684430122375,0.6966052651405334
13,1945,0.670200765132904,,0.8950167894363403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1949,,0.65625,,1.1823102235794067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1959,,0.5625,,1.4202699661254883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1969,,0.75,,0.9865691661834717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1979,,0.46875,,0.9110647439956665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1989,,0.8125,,0.3858550190925598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1999,,0.625,,0.7061656713485718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2009,,0.5625,,0.600766658782959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2019,,0.65625,,0.8998028635978699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2029,,0.65625,,0.5087392330169678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2039,,0.75,,0.7106046676635742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2049,,0.6875,,0.8074433207511902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2059,,0.625,,0.7047906517982483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2069,,0.6875,,0.5718256235122681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2079,,0.59375,,0.8031255006790161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2084,,,,,0.6600000262260437,0.9344922304153442,0.4414893686771393,0.6510138511657715,0.513904333114624,0.3478260934352875,0.8204255104064941,0.5540123581886292,0.3674911558628082,0.6016260385513306,0.8729878664016724,0.5372235774993896,0.33739838004112244,0.694760799407959,0.4574257433414459,0.2240000069141388,0.9071518182754517,0.5818476676940918,0.27513226866722107,0.43529412150382996,0.6384615302085876,0.6124498248100281,0.586294412612915,0.7777777910232544,0.7488347887992859,0.5287187099456787,0.5531914830207825,0.9736841917037964,0.6880054473876953
14,2084,0.6623054146766663,,0.890351414680481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2089,,0.5625,,0.5860922336578369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2099,,0.5625,,1.0887928009033203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2109,,0.6875,,1.1602835655212402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2119,,0.625,,0.6760761737823486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2129,,0.6875,,0.3591228127479553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2139,,0.5625,,1.3236591815948486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2149,,0.78125,,0.4554474651813507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2159,,0.71875,,0.7971879243850708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2169,,0.75,,0.9072608351707458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2179,,0.875,,0.4366787374019623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2189,,0.71875,,0.5807207822799683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2199,,0.625,,0.9889791011810303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2209,,0.78125,,0.6717925667762756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2219,,0.71875,,0.5349926352500916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2223,,,,,0.6768420934677124,0.9362293481826782,0.4385026693344116,0.69921875,0.4864165484905243,0.4094488322734833,0.8322259187698364,0.5667412281036377,0.44262295961380005,0.6857143044471741,0.8564420938491821,0.5701113939285278,0.3360655605792999,0.6806083917617798,0.4960422217845917,0.2857142984867096,0.8941106200218201,0.574018120765686,0.36000001430511475,0.5373134613037109,0.6307692527770996,0.718875527381897,0.4771573543548584,0.7222222089767456,0.778353214263916,0.5596465468406677,0.5744680762290955,0.9473684430122375,0.7029246687889099
15,2223,0.6826077103614807,,0.8561697006225586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2229,,0.78125,,0.5477895736694336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2239,,0.8125,,0.7541719079017639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2249,,0.65625,,0.47946062684059143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2259,,0.65625,,0.8688371181488037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2269,,0.65625,,0.8749020099639893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2279,,0.59375,,1.1805189847946167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2289,,0.75,,0.7552976012229919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2299,,0.65625,,0.8607895374298096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2309,,0.65625,,1.2043225765228271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2319,,0.6875,,0.3957459032535553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2329,,0.71875,,0.5383092164993286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2339,,0.59375,,1.2527962923049927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2349,,0.65625,,0.6418081521987915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2359,,0.71875,,0.5600314140319824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2362,,,,,0.6873683929443359,0.9346591234207153,0.4361370801925659,0.6937618255615234,0.4900133013725281,0.2678571343421936,0.8269338011741638,0.5590251088142395,0.3383084535598755,0.52173912525177,0.8677802085876465,0.5167219638824463,0.3664921522140503,0.6553571224212646,0.5154061913490295,0.1595744639635086,0.893565833568573,0.578864336013794,0.3177570104598999,0.36000001430511475,0.5384615659713745,0.736947774887085,0.46700507402420044,0.8333333134651184,0.7695494294166565,0.5405007600784302,0.3617021143436432,0.9473684430122375,0.6928719878196716
16,2362,0.6762914657592773,,0.8404073715209961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2369,,0.53125,,1.9962743520736694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2379,,0.59375,,1.65457284450531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2389,,0.8125,,0.49516621232032776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2399,,0.6875,,0.8723985552787781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2409,,0.65625,,0.6481377482414246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2419,,0.6875,,0.5492082238197327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2429,,0.6875,,0.5477420687675476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2439,,0.5625,,1.3161972761154175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2449,,0.71875,,1.106666922569275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2459,,0.71875,,0.7052908539772034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2469,,0.53125,,0.852748692035675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2479,,0.6875,,0.7667391896247864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2489,,0.625,,1.80637526512146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2499,,0.84375,,0.43431323766708374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2501,,,,,0.6905263066291809,0.9352734088897705,0.4606741666793823,0.682634711265564,0.5032092332839966,0.4098360538482666,0.8539325594902039,0.5648979544639587,0.2916666567325592,0.7628865838050842,0.9008885025978088,0.5662172436714172,0.36283186078071594,0.6785714030265808,0.5090909004211426,0.2906976640224457,0.8618143200874329,0.6336996555328369,0.2857142984867096,0.6271186470985413,0.6307692527770996,0.6867470145225525,0.4974619150161743,0.6944444179534912,0.8461936712265015,0.5095729231834412,0.2978723347187042,0.9736841917037964,0.7109931707382202
17,2501,0.6747123599052429,,0.8525811433792114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2509,,0.75,,0.7736876010894775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2519,,0.5625,,1.11669921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2529,,0.71875,,0.9966087341308594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2539,,0.6875,,0.9259054660797119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2549,,0.65625,,0.4434725046157837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2559,,0.5625,,0.8687540292739868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2569,,0.75,,0.30319032073020935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2579,,0.5625,,0.89475017786026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2589,,0.65625,,0.6668058633804321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2599,,0.71875,,1.17501962184906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2609,,0.6875,,0.9939741492271423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2619,,0.59375,,0.7602260708808899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2629,,0.59375,,0.5761556029319763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2639,,0.71875,,0.5087453126907349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2640,,,,,0.6894736886024475,0.9401341676712036,0.4715026021003723,0.6769911646842957,0.5490683317184448,0.299401193857193,0.8535630106925964,0.5711947679519653,0.3560209572315216,0.7021276354789734,0.8581128120422363,0.5599837303161621,0.35546875,0.7536945939064026,0.5377128720283508,0.19083969295024872,0.8605263233184814,0.6427255868911743,0.3505154550075531,0.5892857313156128,0.699999988079071,0.6144578456878662,0.5609136819839478,0.6944444179534912,0.8467115759849548,0.5139911770820618,0.3617021143436432,0.8684210777282715,0.7162543535232544
18,2640,0.6738100647926331,,0.8592689633369446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
